channel;$\Delta E = 400$ eV;$\Delta E = 4$ keV;$\Delta E = 10$ keV;$\Delta E = 40$ keV;$\Delta E = 90$ keV;$\Delta E = 200$ keV
173; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
174; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
175; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
176; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
177; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
178; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
179; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
180; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
181; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
182; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
183; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
184; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
185; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
186; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
187; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
188; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
189; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000
190; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.76904148426824E-0006
191; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.32693291115993E-0005
192; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.24214397905414E-0005
193; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.74810881412514E-0005
194; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.19863695575545E-0005
195; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.07877023844905E-0004
196; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.75273181447895E-0004
197; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.81798760075507E-0004
198; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.48339250814813E-0004
199; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.05871788633329E-0004
200; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.09977516233185E-0003
201; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.69569991735233E-0003
202; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.58743504000179E-0003
203; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.90727527665604E-0003
204; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.83944788744239E-0003
205; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 8.65091731298976E-0003
206; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.26673947952952E-0002
207; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.83591790020728E-0002
208; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.63374390904461E-0002
209; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 3.74489731721316E-0002
210; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 5.26288958076129E-0002
211; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 7.32173863436426E-0002
212; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 8.70138665685544E-0006; 1.00838658968125E-0001
213; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.42481782226479E-0005; 1.37502584327965E-0001
214; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 6.49532280108591E-0005; 1.85648464464605E-0001
215; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 1.67258252677619E-0004; 2.48132658102378E-0001
216; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.14072036015893E-0004; 3.28384365753684E-0001
217; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.90464626270000E-0004; 4.30339686248739E-0001
218; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 2.26982060939644E-0003; 5.58466111110622E-0001
219; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 9.29944256367905E-0006; 5.00382393423510E-0003; 7.17739304205516E-0001
220; 0.00000000000000E+0000; 0.00000000000000E+0000; 0.00000000000000E+0000; 4.63456667973760E-0005; 1.06132263106025E-0002; 9.13589490463680E-0001
221; 9.60024502279395E-0006; 9.94199999654763E-0006; 1.20783230175467E-0005; 1.72528641441168E-0004; 2.16627729988505E-0002; 1.15181322736145E+0000
222; 4.67724951382390E-0005; 4.81967049260354E-0005; 5.72625442018648E-0005; 5.96112402719938E-0004; 4.30506314801449E-0002; 1.43845755920541E+0000
223; 2.06882539598182E-0004; 2.12132450662940E-0004; 2.46906261118520E-0004; 1.91231698939684E-0003; 8.12755546796473E-0002; 1.77962435537846E+0000
224; 8.31131275442742E-0004; 8.51623811215385E-0004; 9.68693696714154E-0004; 5.69809589551317E-0003; 1.47793207971244E-0001; 2.18133862117962E+0000
225; 3.03419717373714E-0003; 3.09872485800919E-0003; 3.45987080909385E-0003; 1.57775357967058E-0002; 2.58942814117415E-0001; 2.64918108673648E+0000
226; 1.00788302323032E-0002; 1.02558890603886E-0002; 1.12568188624456E-0002; 4.12835209593416E-0002; 4.37291619373439E-0001; 3.18820724318135E+0000
227; 3.04536416328581E-0002; 3.08985518449338E-0002; 3.46091884035367E-0002; 9.95128404575862E-0002; 7.12479099185542E-0001; 3.80256813974275E+0000
228; 8.63233255243770E-0002; 8.72964904361229E-0002; 9.29801965162116E-0002; 2.20909113823982E-0001; 1.11930152081116E+0000; 4.49527103097357E+0000
229; 2.15139352413112E-0001; 2.17051178903667E-0001; 2.28336009726896E-0001; 4.57222909783506E-0001; 1.69730189441073E+0000; 5.26792896683710E+0000
230; 4.89911597654184E-0001; 4.93241106049697E-0001; 5.13218349384130E-0001; 8.83262336353959E-0001; 2.48587019962535E+0000; 6.12054324971224E+0000
231; 1.02097349811989E+0000; 1.02782196958860E+0000; 1.05744137173360E+0000; 1.59463107083223E+0000; 3.51896560576707E+0000; 7.05134122093091E+0000
232; 1.95102307740598E+0000; 1.96150621348333E+0000; 2.00112991746963E+0000; 2.69473626849958E+0000; 4.81863733327681E+0000; 8.05668259528772E+0000
233; 3.42950181125641E+0000; 3.44164429832101E+0000; 3.48653329867895E+0000; 4.27047084993963E+0000; 6.38871737031227E+0000; 9.13093110059022E+0000
234; 5.55473615604497E+0000; 5.56843885252690E+0000; 5.61166173599641E+0000; 6.36206005817713E+0000; 8.21013111878059E+0000; 1.02666802940666E+0001
235; 8.32553086608306E+0000; 8.33842103144091E+0000; 8.36780971664334E+0000; 8.93234923103441E+0000; 1.02392224262023E+0001; 1.14547765297987E+0001
236; 1.15997473057250E+0001; 1.16085686509020E+0001; 1.16154590135938E+0001; 1.18593295605775E+0001; 1.24103099165633E+0001; 1.26845732994876E+0001
237; 1.51065926070697E+0001; 1.51096182025576E+0001; 1.50906637319863E+0001; 1.49478815007840E+0001; 1.46408686808760E+0001; 1.39442309147305E+0001
238; 1.85080133301766E+0001; 1.85031741806321E+0001; 1.84651891736211E+0001; 1.79670038069108E+0001; 1.68437343792606E+0001; 1.52210564272874E+0001
239; 2.14943371017471E+0001; 2.14808461437157E+0001; 2.14350343837322E+0001; 2.06999928269112E+0001; 1.89373209420955E+0001; 1.65012228287582E+0001
240; 2.38651377118007E+0001; 2.38473735973932E+0001; 2.38076997858128E+0001; 2.29920180261159E+0001; 2.08524555280601E+0001; 1.77694112323919E+0001
241; 2.55713151584252E+0001; 2.55540370836071E+0001; 2.55249535239521E+0001; 2.47747910875221E+0001; 2.25399617177168E+0001; 1.90106474443684E+0001
242; 2.66874990622266E+0001; 2.66753122796968E+0001; 2.66567902411384E+0001; 2.60615420939305E+0001; 2.39729571173899E+0001; 2.02106070910925E+0001
243; 2.73567096456213E+0001; 2.73520769102328E+0001; 2.73389681733367E+0001; 2.69255603218468E+0001; 2.51472749571847E+0001; 2.13569236712966E+0001
244; 2.77313076508229E+0001; 2.77316320072474E+0001; 2.77213412716208E+0001; 2.74687216312069E+0001; 2.60770343623971E+0001; 2.24388333074996E+0001
245; 2.79343174415913E+0001; 2.79353860344106E+0001; 2.79284170990199E+0001; 2.77919585582185E+0001; 2.67909270636105E+0001; 2.34481873418264E+0001
246; 2.80463037091139E+0001; 2.80461515879312E+0001; 2.80445476730886E+0001; 2.79793697900797E+0001; 2.73246778726119E+0001; 2.43791473325737E+0001
247; 2.81156664365407E+0001; 2.81136086144613E+0001; 2.81165804636569E+0001; 2.80909580737995E+0001; 2.77125841039443E+0001; 2.52280679436453E+0001
248; 2.81660305592950E+0001; 2.81645821512769E+0001; 2.81697984587811E+0001; 2.81656550014541E+0001; 2.79942315058215E+0001; 2.59952172853494E+0001
249; 2.82103424341212E+0001; 2.82122245755333E+0001; 2.82145698017688E+0001; 2.82223869890609E+0001; 2.81980059650514E+0001; 2.66796466304471E+0001
250; 2.82548883156170E+0001; 2.82572094069656E+0001; 2.82572683041065E+0001; 2.82715771290875E+0001; 2.83487223915560E+0001; 2.72862989879506E+0001
251; 2.83011978950562E+0001; 2.83029425034228E+0001; 2.83014816874724E+0001; 2.83185652910663E+0001; 2.84678949815396E+0001; 2.78182030865175E+0001
252; 2.83462375768616E+0001; 2.83465014894869E+0001; 2.83479342070284E+0001; 2.83655986023042E+0001; 2.85683652866157E+0001; 2.82813541663550E+0001
253; 2.83917053847675E+0001; 2.83894085110235E+0001; 2.83941543195465E+0001; 2.84148810929811E+0001; 2.86607055947065E+0001; 2.86818427938243E+0001
254; 2.84357572760601E+0001; 2.84346270705224E+0001; 2.84399824853768E+0001; 2.84670768258398E+0001; 2.87510573685670E+0001; 2.90271484452595E+0001
255; 2.84808462787902E+0001; 2.84824745621441E+0001; 2.84853937232425E+0001; 2.85243620419681E+0001; 2.88441086004671E+0001; 2.93229898540503E+0001
256; 2.85292625101211E+0001; 2.85307755269587E+0001; 2.85320632946979E+0001; 2.85822535011924E+0001; 2.89391961084325E+0001; 2.95784418811162E+0001
257; 2.85803375333985E+0001; 2.85813800067447E+0001; 2.85821931600191E+0001; 2.86404923128108E+0001; 2.90389462693845E+0001; 2.97974416775039E+0001
258; 2.86315234234719E+0001; 2.86311240068117E+0001; 2.86355375379663E+0001; 2.86983759563056E+0001; 2.91418786171524E+0001; 2.99877796541146E+0001
259; 2.86837054222724E+0001; 2.86820741455889E+0001; 2.86891184866554E+0001; 2.87559559910483E+0001; 2.92499016301872E+0001; 3.01537505449468E+0001
260; 2.87362742531743E+0001; 2.87368010343844E+0001; 2.87441143349130E+0001; 2.88148735218103E+0001; 2.93635016048115E+0001; 3.02999588714562E+0001
261; 2.87923857256415E+0001; 2.87954915886887E+0001; 2.87993009850812E+0001; 2.88771461268345E+0001; 2.94829891954258E+0001; 3.04301012592058E+0001
262; 2.88521554732148E+0001; 2.88546832313327E+0001; 2.88577564142527E+0001; 2.89425838854625E+0001; 2.96095815659475E+0001; 3.05482738350025E+0001
263; 2.89136283678806E+0001; 2.89160885561301E+0001; 2.89196321344138E+0001; 2.90100062703907E+0001; 2.97446027352884E+0001; 3.06557645069055E+0001
264; 2.89783918208855E+0001; 2.89775624110792E+0001; 2.89838426293135E+0001; 2.90805973994549E+0001; 2.98881899214401E+0001; 3.07573351857708E+0001
265; 2.90429408042143E+0001; 2.90417737225795E+0001; 2.90518892369807E+0001; 2.91531482231270E+0001; 3.00409400199440E+0001; 3.08520420676788E+0001
266; 2.91095022223558E+0001; 2.91114294380784E+0001; 2.91202708809912E+0001; 2.92288416084433E+0001; 3.02027245554090E+0001; 3.09431408665849E+0001
267; 2.91796585540198E+0001; 2.91851499639143E+0001; 2.91907218160939E+0001; 2.93100445036823E+0001; 3.03738811258672E+0001; 3.10306432289124E+0001
268; 2.92580574325805E+0001; 2.92608684064518E+0001; 2.92651487452583E+0001; 2.93966296449745E+0001; 3.05568123575818E+0001; 3.11152372600290E+0001
269; 2.93371484302161E+0001; 2.93390617658929E+0001; 2.93475956950091E+0001; 2.94884124346787E+0001; 3.07504342623993E+0001; 3.11970730756594E+0001
270; 2.94201045669557E+0001; 2.94199354903176E+0001; 2.94315216269720E+0001; 2.95865198622102E+0001; 3.09553807136480E+0001; 3.12774581799429E+0001
271; 2.95052826412636E+0001; 2.95055669627050E+0001; 2.95200996062952E+0001; 2.96900411091103E+0001; 3.11710867626578E+0001; 3.13548593744134E+0001
272; 2.95954240425042E+0001; 2.96002680795840E+0001; 2.96107884004376E+0001; 2.98007425091744E+0001; 3.13976930471836E+0001; 3.14320483092163E+0001
273; 2.96937961510704E+0001; 2.96971198942785E+0001; 2.97063936868807E+0001; 2.99228609616704E+0001; 3.16365506653036E+0001; 3.15069177817681E+0001
274; 2.97970583639996E+0001; 2.97993418536204E+0001; 2.98100251237170E+0001; 3.00577136818131E+0001; 3.18856025467796E+0001; 3.15805464858672E+0001
275; 2.99044059070911E+0001; 2.99046248224367E+0001; 2.99204668261282E+0001; 3.02075881127521E+0001; 3.21445800416375E+0001; 3.16531926347378E+0001
276; 3.00160278576003E+0001; 3.00162230341776E+0001; 3.00360549976837E+0001; 3.03741975337689E+0001; 3.24120952615857E+0001; 3.17238567412674E+0001
277; 3.01339122050007E+0001; 3.01381064059760E+0001; 3.01578825016893E+0001; 3.05631184901553E+0001; 3.26896952813882E+0001; 3.17927853976072E+0001
278; 3.02623394737494E+0001; 3.02685299002902E+0001; 3.02871701292313E+0001; 3.07771161341591E+0001; 3.29751480996765E+0001; 3.18587714478980E+0001
279; 3.04018544809570E+0001; 3.04072347313635E+0001; 3.04286896211967E+0001; 3.10234218027864E+0001; 3.32677533912758E+0001; 3.19244526733522E+0001
280; 3.05509758287086E+0001; 3.05556228370054E+0001; 3.05842036148192E+0001; 3.13091643888476E+0001; 3.35649538166552E+0001; 3.19876056410046E+0001
281; 3.07121939875901E+0001; 3.07163786161139E+0001; 3.07520931768784E+0001; 3.16368405480900E+0001; 3.38662477499344E+0001; 3.20463067948565E+0001
282; 3.08869411516791E+0001; 3.08949364678372E+0001; 3.09358280065435E+0001; 3.20114503461834E+0001; 3.41705904186498E+0001; 3.21042361553935E+0001
283; 3.10811674416874E+0001; 3.10923958733137E+0001; 3.11357428073193E+0001; 3.24420420152632E+0001; 3.44766506245126E+0001; 3.21630317608229E+0001
284; 3.12972431579908E+0001; 3.13082991755362E+0001; 3.13597568032394E+0001; 3.29343575857016E+0001; 3.47804222944821E+0001; 3.22178987709300E+0001
285; 3.15356707816098E+0001; 3.15469156904584E+0001; 3.16125493265637E+0001; 3.34963807242467E+0001; 3.50797477055448E+0001; 3.22697860309578E+0001
286; 3.18000158208274E+0001; 3.18131736722831E+0001; 3.19002867726617E+0001; 3.41324607568580E+0001; 3.53734782875657E+0001; 3.23211405698537E+0001
287; 3.20983659596579E+0001; 3.21205033514548E+0001; 3.22313442939795E+0001; 3.48475737376608E+0001; 3.56596429810007E+0001; 3.23708985671761E+0001
288; 3.24474183422025E+0001; 3.24814078170972E+0001; 3.26218872033679E+0001; 3.56400777014447E+0001; 3.59335107912630E+0001; 3.24174880691450E+0001
289; 3.28686589051591E+0001; 3.29134798826709E+0001; 3.31027471679837E+0001; 3.65135311219418E+0001; 3.61927828408124E+0001; 3.24615499585737E+0001
290; 3.33925737662265E+0001; 3.34483552899727E+0001; 3.37164725761481E+0001; 3.74613799378205E+0001; 3.64365151100662E+0001; 3.25026138912463E+0001
291; 3.40680592986748E+0001; 3.41308638070953E+0001; 3.45211190923409E+0001; 3.84729838876722E+0001; 3.66619750172060E+0001; 3.25402966355436E+0001
292; 3.49570353119681E+0001; 3.50359086982140E+0001; 3.55899770521140E+0001; 3.95341840532322E+0001; 3.68644395127837E+0001; 3.25743006874092E+0001
293; 3.61463346589052E+0001; 3.62580852579304E+0001; 3.69913477340772E+0001; 4.06271440309033E+0001; 3.70429436221614E+0001; 3.26042807963727E+0001
294; 3.77541992009255E+0001; 3.79130298983237E+0001; 3.87892770871975E+0001; 4.17160087841785E+0001; 3.71986626247267E+0001; 3.26304312717667E+0001
295; 3.98891879815114E+0001; 4.01154934022301E+0001; 4.10405246143792E+0001; 4.27750834814677E+0001; 3.73321128892953E+0001; 3.26524560401516E+0001
296; 4.26633768270502E+0001; 4.29335412560260E+0001; 4.37522580112615E+0001; 4.37708299060310E+0001; 3.74444161547045E+0001; 3.26704401276656E+0001
297; 4.61065877836366E+0001; 4.63542126214551E+0001; 4.69090444251478E+0001; 4.46657132839645E+0001; 3.75309800444062E+0001; 3.26845161898777E+0001
298; 5.01168634331181E+0001; 5.02324196840159E+0001; 5.03937175717950E+0001; 4.54223355382816E+0001; 3.75863990553732E+0001; 3.26949444162199E+0001
299; 5.43963437564781E+0001; 5.42936282832710E+0001; 5.39683558630102E+0001; 4.60171032045193E+0001; 3.76049448670549E+0001; 3.27015734718953E+0001
300; 5.84629869866884E+0001; 5.81365559297877E+0001; 5.72481364878008E+0001; 4.64155266612327E+0001; 3.75839229538894E+0001; 3.27050171764663E+0001
301; 6.17259566664954E+0001; 6.12576162240316E+0001; 5.97506063123262E+0001; 4.65834276160033E+0001; 3.75225521605352E+0001; 3.27045273829100E+0001
302; 6.35928908609212E+0001; 6.31064575974218E+0001; 6.10137363247486E+0001; 4.64808723440977E+0001; 3.74222310339626E+0001; 3.27013557953776E+0001
303; 6.36122424376887E+0001; 6.32008858197266E+0001; 6.07139910275737E+0001; 4.60847592868373E+0001; 3.72849430159059E+0001; 3.26944691654260E+0001
304; 6.15925327549745E+0001; 6.12624006156813E+0001; 5.87714818775165E+0001; 4.53985216847479E+0001; 3.71131269542761E+0001; 3.26848095614292E+0001
305; 5.76549774647019E+0001; 5.73637501432622E+0001; 5.53624754414073E+0001; 4.44463643511091E+0001; 3.69096522056496E+0001; 3.26723040398404E+0001
306; 5.22483270019104E+0001; 5.19855525326429E+0001; 5.08504970723609E+0001; 4.32638908943576E+0001; 3.66773614364045E+0001; 3.26568705844291E+0001
307; 4.60741286463709E+0001; 4.58962017156859E+0001; 4.57245159119452E+0001; 4.18933510340313E+0001; 3.64184507377541E+0001; 3.26395001601345E+0001
308; 3.99253585813081E+0001; 3.99169204883324E+0001; 4.05113719505829E+0001; 4.03887194241524E+0001; 3.61351056942433E+0001; 3.26185536182687E+0001
309; 3.44924842836612E+0001; 3.46833019088061E+0001; 3.56916902190576E+0001; 3.88031477215075E+0001; 3.58315492809326E+0001; 3.25961299810980E+0001
310; 3.02061275721105E+0001; 3.05293591079054E+0001; 3.16316157851488E+0001; 3.71947758553875E+0001; 3.55104670776790E+0001; 3.25703580680156E+0001
311; 2.71890347939341E+0001; 2.75088149722306E+0001; 2.85248637760384E+0001; 3.56155614728801E+0001; 3.51732625809310E+0001; 3.25426237657114E+0001
312; 2.53061844734054E+0001; 2.55155775081112E+0001; 2.63856287853187E+0001; 3.41110579973656E+0001; 3.48234066152739E+0001; 3.25128271296213E+0001
313; 2.42962551391275E+0001; 2.43753936494682E+0001; 2.50809568129259E+0001; 3.27143338052389E+0001; 3.44643373336528E+0001; 3.24805286467593E+0001
314; 2.38998629462155E+0001; 2.38954778553130E+0001; 2.44097383028543E+0001; 3.14521580118549E+0001; 3.40978280679000E+0001; 3.24474780036044E+0001
315; 2.38903021188274E+0001; 2.38686987292531E+0001; 2.41865752331815E+0001; 3.03311220887440E+0001; 3.37254848252440E+0001; 3.24111025343365E+0001
316; 2.41039604014622E+0001; 2.41004427607803E+0001; 2.42460552319952E+0001; 2.93587602386469E+0001; 3.33525552499738E+0001; 3.23745123988292E+0001
317; 2.44220464175890E+0001; 2.44410869408950E+0001; 2.44722512436115E+0001; 2.85412885473082E+0001; 3.29809218183460E+0001; 3.23348848346138E+0001
318; 2.47698041735693E+0001; 2.47903546438627E+0001; 2.47745228718562E+0001; 2.78731545262587E+0001; 3.26118760971363E+0001; 3.22944535259494E+0001
319; 2.50983427426850E+0001; 2.51131494787307E+0001; 2.50954046173821E+0001; 2.73490660690945E+0001; 3.22501651079073E+0001; 3.22527331228409E+0001
320; 2.53935470679637E+0001; 2.54015723039656E+0001; 2.53926847421029E+0001; 2.69574519923448E+0001; 3.18988743073137E+0001; 3.22092685065680E+0001
321; 2.56570311998818E+0001; 2.56590489410243E+0001; 2.56581578092869E+0001; 2.66842074290829E+0001; 3.15595332864867E+0001; 3.21661400305240E+0001
322; 2.58917034063410E+0001; 2.58914323565100E+0001; 2.58950898472928E+0001; 2.65210800535798E+0001; 3.12336563950503E+0001; 3.21203661445240E+0001
323; 2.61038353360916E+0001; 2.61020508026615E+0001; 2.61078250540627E+0001; 2.64505866742320E+0001; 3.09256959446834E+0001; 3.20750958463626E+0001
324; 2.62991407614932E+0001; 2.63015321770752E+0001; 2.63026962083704E+0001; 2.64537599375236E+0001; 3.06372628229690E+0001; 3.20282307837752E+0001
325; 2.64801290006766E+0001; 2.64820267754652E+0001; 2.64819020077423E+0001; 2.65062600195904E+0001; 3.03695984274121E+0001; 3.19813404562558E+0001
326; 2.66477036725710E+0001; 2.66496789252925E+0001; 2.66535128378644E+0001; 2.65971615106549E+0001; 3.01219649456261E+0001; 3.19338952022189E+0001
327; 2.68056024690177E+0001; 2.68086410508156E+0001; 2.68137148743825E+0001; 2.67154339062068E+0001; 2.98962475627820E+0001; 3.18859583270762E+0001
328; 2.69575592978528E+0001; 2.69611810846178E+0001; 2.69661467037456E+0001; 2.68502925585671E+0001; 2.96896194626038E+0001; 3.18385267773647E+0001
329; 2.71038083261109E+0001; 2.71059563220525E+0001; 2.71085862579881E+0001; 2.69928628331607E+0001; 2.95031213824003E+0001; 3.17905218723704E+0001
330; 2.72425362396839E+0001; 2.72440900862885E+0001; 2.72476562446729E+0001; 2.71371859047072E+0001; 2.93348282646142E+0001; 3.17424652239262E+0001
331; 2.73743729475739E+0001; 2.73768484694134E+0001; 2.73809261507232E+0001; 2.72750563007936E+0001; 2.91850535890914E+0001; 3.16945025646893E+0001
332; 2.75015002286793E+0001; 2.75039559463624E+0001; 2.75056526839235E+0001; 2.74042346236254E+0001; 2.90523414034803E+0001; 3.16461205404655E+0001
333; 2.76212494284503E+0001; 2.76233649772393E+0001; 2.76220645268861E+0001; 2.75271670564553E+0001; 2.89364914650940E+0001; 3.15977804484269E+0001
334; 2.77318928548262E+0001; 2.77328100916444E+0001; 2.77351386219508E+0001; 2.76492322919491E+0001; 2.88397722428588E+0001; 3.15492220371168E+0001
335; 2.78368476209450E+0001; 2.78382086547688E+0001; 2.78433739651263E+0001; 2.77680461218993E+0001; 2.87598298145610E+0001; 3.14989944702627E+0001
336; 2.79363715104986E+0001; 2.79389115158424E+0001; 2.79443927642055E+0001; 2.78803680145900E+0001; 2.86973649536031E+0001; 3.14486307809268E+0001
337; 2.80325063547736E+0001; 2.80347126270635E+0001; 2.80393108294991E+0001; 2.79848374690330E+0001; 2.86511026534113E+0001; 3.13937104338656E+0001
338; 2.81237909820086E+0001; 2.81268070877265E+0001; 2.81345131686109E+0001; 2.80860080162621E+0001; 2.86226152833736E+0001; 3.13357623493220E+0001
339; 2.82156602602586E+0001; 2.82187675300277E+0001; 2.82285952124990E+0001; 2.81889276601568E+0001; 2.86096755528976E+0001; 3.12710636645289E+0001
340; 2.83074163832614E+0001; 2.83089178266049E+0001; 2.83193395017851E+0001; 2.82900342477579E+0001; 2.86096727184122E+0001; 3.11976460480624E+0001
341; 2.83972011007297E+0001; 2.84009867202573E+0001; 2.84091379100990E+0001; 2.83857205345753E+0001; 2.86215175472213E+0001; 3.11118103299988E+0001
342; 2.84885941626166E+0001; 2.84916921882590E+0001; 2.85003559867223E+0001; 2.84755823907830E+0001; 2.86451697305112E+0001; 3.10098643058312E+0001
343; 2.85794555355742E+0001; 2.85834606374094E+0001; 2.85907450332531E+0001; 2.85615398771884E+0001; 2.86785596874278E+0001; 3.08846952723616E+0001
344; 2.86706773888156E+0001; 2.86730895365626E+0001; 2.86801803951119E+0001; 2.86494761487102E+0001; 2.87199122452550E+0001; 3.07321672657103E+0001
345; 2.87580016740508E+0001; 2.87609095006228E+0001; 2.87671767734000E+0001; 2.87354712613814E+0001; 2.87683590934487E+0001; 3.05445260552187E+0001
